Sira,MAHALLE,IL,ILCE
28179,SEKİLİ,ŞANLIURFA,BİRECİK
28180,SURTEPE,ŞANLIURFA,BİRECİK
28181,TÜTEN,ŞANLIURFA,BİRECİK
28182,UĞURCUK,ŞANLIURFA,BİRECİK
28183,ÜNSAL,ŞANLIURFA,BİRECİK
28184,YUKARIHABİB,ŞANLIURFA,BİRECİK
28185,YUKARI İNCİRLİ,ŞANLIURFA,BİRECİK
28186,YAYLACIK,ŞANLIURFA,BİRECİK
28187,ZİYARET,ŞANLIURFA,BİRECİK
28188,BÖĞÜRTLEN,ŞANLIURFA,BİRECİK
28189,AKPINAR,ŞANLIURFA,BİRECİK
28190,CİBİNÖREN,ŞANLIURFA,BİRECİK
28191,DALOCAK,ŞANLIURFA,BİRECİK
28192,DAMLICA,ŞANLIURFA,BİRECİK
28193,DIŞLIK,ŞANLIURFA,BİRECİK
28194,EKENEK,ŞANLIURFA,BİRECİK
28195,HAYDARAHMET,ŞANLIURFA,BİRECİK
28196,ILGAR,ŞANLIURFA,BİRECİK
28197,İNCELER,ŞANLIURFA,BİRECİK
28198,KURAL,ŞANLIURFA,BİRECİK
28199,MEYANCA,ŞANLIURFA,BİRECİK
28200,ÖZVEREN,ŞANLIURFA,BİRECİK
28201,SUMAKLI,ŞANLIURFA,BİRECİK
28202,ŞEKERKÖY,ŞANLIURFA,BİRECİK
28203,YENİAKPINAR,ŞANLIURFA,BİRECİK
28204,YUKARIYENİÇAĞ,ŞANLIURFA,BİRECİK
28205,YUVACIK,ŞANLIURFA,BİRECİK
28206,CUMHURİYET,ŞANLIURFA,BİRECİK
28207,KURTULUŞ,ŞANLIURFA,BİRECİK
28208,MEYDAN,ŞANLIURFA,BİRECİK
28209,SANCAK,ŞANLIURFA,BİRECİK
28210,HOCAŞERİF,ŞANLIURFA,BİRECİK
28211,MERKEZ,ŞANLIURFA,BİRECİK
28212,SAHA,ŞANLIURFA,BİRECİK
28213,KARŞIYAKA,ŞANLIURFA,BİRECİK
28214,YILMAZ,ŞANLIURFA,BİRECİK
28215,BOZTEPE,ŞANLIURFA,BİRECİK
28216,BAHÇEÖNÜ,ŞANLIURFA,BİRECİK
28217,YAYLAK,ŞANLIURFA,BOZOVA
28218,TUNALI,ŞANLIURFA,BOZOVA
28219,KIRMIZIPINAR,ŞANLIURFA,BOZOVA
28220,GÖLBAŞI,ŞANLIURFA,BOZOVA
28221,ÇATAK,ŞANLIURFA,BOZOVA
28222,ARPALI,ŞANLIURFA,BOZOVA
28223,AVLAK,ŞANLIURFA,BOZOVA
28224,BAĞLICA,ŞANLIURFA,BOZOVA
28225,BULANCAK,ŞANLIURFA,BOZOVA
28226,ÇAKMAKLI,ŞANLIURFA,BOZOVA
28227,GÖKÖREN,ŞANLIURFA,BOZOVA
28228,HİSARLAR,ŞANLIURFA,BOZOVA
28229,KARACA,ŞANLIURFA,BOZOVA
28230,KARAKAŞ,ŞANLIURFA,BOZOVA
28231,KESMETAŞ,ŞANLIURFA,BOZOVA
28232,KILÇIK,ŞANLIURFA,BOZOVA
28233,ORTAÖREN,ŞANLIURFA,BOZOVA
28234,PİRHALİL,ŞANLIURFA,BOZOVA
28235,SEYİTÖREN,ŞANLIURFA,BOZOVA
28236,TAŞAN,ŞANLIURFA,BOZOVA
28237,BİRİS,ŞANLIURFA,BOZOVA
28238,TATARHÜYÜK,ŞANLIURFA,BOZOVA
28239,AKMAĞARA,ŞANLIURFA,BOZOVA
28240,AYLAN,ŞANLIURFA,BOZOVA
28241,BOZTEPE,ŞANLIURFA,BOZOVA
28242,BUDAKLI,ŞANLIURFA,BOZOVA
28243,BÜYÜKHAN,ŞANLIURFA,BOZOVA
28244,DENİZBACI,ŞANLIURFA,BOZOVA
28245,GERDEK,ŞANLIURFA,BOZOVA
28246,İKİZ,ŞANLIURFA,BOZOVA
28247,KIZLAR,ŞANLIURFA,BOZOVA
28248,SAĞIRLI,ŞANLIURFA,BOZOVA
28249,SIZAN,ŞANLIURFA,BOZOVA
28250,TOZLUCA,ŞANLIURFA,BOZOVA
28251,ZİVANLI,ŞANLIURFA,BOZOVA
28252,ALTINLI,ŞANLIURFA,BOZOVA
28253,ARGINCIK,ŞANLIURFA,BOZOVA
28254,ARIKÖK,ŞANLIURFA,BOZOVA
28255,BİNEKLİ,ŞANLIURFA,BOZOVA
28256,DELİLER,ŞANLIURFA,BOZOVA
28257,DUTLUCA,ŞANLIURFA,BOZOVA
28258,DUTLUK,ŞANLIURFA,BOZOVA
28259,ESKİN,ŞANLIURFA,BOZOVA
28260,GÖZENEK,ŞANLIURFA,BOZOVA
28261,HACILAR,ŞANLIURFA,BOZOVA
28262,HACIKÖY,ŞANLIURFA,BOZOVA
28263,NARSAİT,ŞANLIURFA,BOZOVA
28264,İNCİRLİ,ŞANLIURFA,BOZOVA
28265,KABACIK,ŞANLIURFA,BOZOVA
28266,SALUC,ŞANLIURFA,BOZOVA
28267,KARACAÖREN,ŞANLIURFA,BOZOVA
28268,KARAPINAR,ŞANLIURFA,BOZOVA
28269,KARGILI,ŞANLIURFA,BOZOVA
28270,KEPİRCE,ŞANLIURFA,BOZOVA
28271,KILIÇÖREN,ŞANLIURFA,BOZOVA
28272,KINDIRALİ,ŞANLIURFA,BOZOVA
28273,KIRAĞILI,ŞANLIURFA,BOZOVA
28274,KİLLİK,ŞANLIURFA,BOZOVA
28275,KOÇHİSAR,ŞANLIURFA,BOZOVA
28276,KONUKSEVER,ŞANLIURFA,BOZOVA
28277,KÖSEŞAHİN,ŞANLIURFA,BOZOVA
28278,KÜPELİ,ŞANLIURFA,BOZOVA
28279,MAŞUK,ŞANLIURFA,BOZOVA
28280,MÜLKÖREN,ŞANLIURFA,BOZOVA
28281,ORTATEPE,ŞANLIURFA,BOZOVA
28282,ÖRGÜLÜ,ŞANLIURFA,BOZOVA
28283,ÖZGÖREN,ŞANLIURFA,BOZOVA
28284,SIĞIRCIK,ŞANLIURFA,BOZOVA
28285,SOĞUKKUYU,ŞANLIURFA,BOZOVA
28286,SÖĞÜTLÜ,ŞANLIURFA,BOZOVA
28287,ŞEYHLER,ŞANLIURFA,BOZOVA
28288,TÜRKMENÖREN,ŞANLIURFA,BOZOVA
28289,GÖYNİK,ŞANLIURFA,BOZOVA
28290,UZUNBURÇ,ŞANLIURFA,BOZOVA
28291,ÜÇDİREK,ŞANLIURFA,BOZOVA
28292,CAVSAK,ŞANLIURFA,BOZOVA
28293,YASLICA,ŞANLIURFA,BOZOVA
28294,KAYAÖZÜ,ŞANLIURFA,BOZOVA
28295,KEVİK,ŞANLIURFA,BOZOVA
28296,NORÇİN,ŞANLIURFA,BOZOVA
28297,FEVZİ ÇAKMAK,ŞANLIURFA,BOZOVA
28298,YEŞİLOVA,ŞANLIURFA,BOZOVA
28299,YAVUZ SELİM,ŞANLIURFA,BOZOVA
28300,YALINTAŞ,ŞANLIURFA,BOZOVA
28301,75.YIL,ŞANLIURFA,BOZOVA
28302,BALTAŞ,ŞANLIURFA,BOZOVA
28303,KÜÇÜK HİSARLAR,ŞANLIURFA,BOZOVA
28304,ŞANLIAVŞAR,ŞANLIURFA,BOZOVA
28305,KOÇVERAN,ŞANLIURFA,BOZOVA
28306,YONCALI,ŞANLIURFA,CEYLANPINAR
28307,YUKARI ESENCE,ŞANLIURFA,CEYLANPINAR
28308,ALTINKÖY,ŞANLIURFA,CEYLANPINAR
28309,15 TEMMUZ,ŞANLIURFA,CEYLANPINAR
28310,FATİH SULTAN MEHMET,ŞANLIURFA,CEYLANPINAR
28311,SUFRA,ŞANLIURFA,CEYLANPINAR
28312,GELLEGÖÇ,ŞANLIURFA,CEYLANPINAR
28313,AKBULUT,ŞANLIURFA,CEYLANPINAR
28314,ALACA,ŞANLIURFA,CEYLANPINAR
28315,AŞAĞIDORUKLU,ŞANLIURFA,CEYLANPINAR
28316,AŞAĞIDURMUŞ,ŞANLIURFA,CEYLANPINAR
28317,AŞAĞIKARATAŞ,ŞANLIURFA,CEYLANPINAR
28318,GÜLTEPE,ŞANLIURFA,CEYLANPINAR
28319,AVCILI,ŞANLIURFA,CEYLANPINAR
28320,AYDIN,ŞANLIURFA,CEYLANPINAR
28321,AYDOĞDU,ŞANLIURFA,CEYLANPINAR
28322,BOĞALI,ŞANLIURFA,CEYLANPINAR
28323,BÜYÜKYENİCE,ŞANLIURFA,CEYLANPINAR
28324,CEYLAN,ŞANLIURFA,CEYLANPINAR
28325,DAMLACIK,ŞANLIURFA,CEYLANPINAR
28326,DİKİLİ,ŞANLIURFA,CEYLANPINAR
28327,DÜZOVA,ŞANLIURFA,CEYLANPINAR
28328,ÖZBEK,ŞANLIURFA,CEYLANPINAR
28329,GÜMÜŞ,ŞANLIURFA,CEYLANPINAR
28330,HAN,ŞANLIURFA,CEYLANPINAR
28331,IŞIKLAR,ŞANLIURFA,CEYLANPINAR
28332,MADEN,ŞANLIURFA,CEYLANPINAR
28333,MURATLI,ŞANLIURFA,CEYLANPINAR
28334,SARAÇÇEŞME,ŞANLIURFA,CEYLANPINAR
28335,TEKİNLER,ŞANLIURFA,CEYLANPINAR
28336,YALÇINKAYA,ŞANLIURFA,CEYLANPINAR
28337,YENİKÖY,ŞANLIURFA,CEYLANPINAR
28338,YEŞİLTEPE,ŞANLIURFA,CEYLANPINAR
28339,YUKARI DORUKLU,ŞANLIURFA,CEYLANPINAR
28340,YUKARI DURMUŞ,ŞANLIURFA,CEYLANPINAR
28341,YUKARI KARATAŞ,ŞANLIURFA,CEYLANPINAR
28342,YUKARI TAŞLIDERE,ŞANLIURFA,CEYLANPINAR
28343,AKTEPE,ŞANLIURFA,CEYLANPINAR
28344,YÜKSEKTEPE,ŞANLIURFA,CEYLANPINAR
28345,BÜYÜKYILDIZ,ŞANLIURFA,CEYLANPINAR
28346,BÜYÜKÇAYLI,ŞANLIURFA,CEYLANPINAR
28347,SEYDO ATİLLA,ŞANLIURFA,CEYLANPINAR
28348,SELAHADDİN EYYÜBİ,ŞANLIURFA,CEYLANPINAR
28349,ULUCAMİ,ŞANLIURFA,CEYLANPINAR
28350,ENSAR,ŞANLIURFA,CEYLANPINAR
28351,BAHÇELİEVLER,ŞANLIURFA,CEYLANPINAR
28352,CUMHURİYET,ŞANLIURFA,CEYLANPINAR
28353,ADNAN MENDERES,ŞANLIURFA,CEYLANPINAR
28354,MEHMET AKİF ERSOY,ŞANLIURFA,CEYLANPINAR
28355,MEVLANA,ŞANLIURFA,CEYLANPINAR
28356,TURGUT ÖZAL,ŞANLIURFA,CEYLANPINAR
28357,YENİŞEHİR,ŞANLIURFA,CEYLANPINAR
28358,AKABE,ŞANLIURFA,EYYÜBİYE
28359,KADIOĞLU,ŞANLIURFA,EYYÜBİYE
28360,KARAKOYUNLU,ŞANLIURFA,EYYÜBİYE
28361,KURTULUŞ,ŞANLIURFA,EYYÜBİYE
28362,MANCE,ŞANLIURFA,EYYÜBİYE
28363,MURADİYE,ŞANLIURFA,EYYÜBİYE
28364,ONİKİLER,ŞANLIURFA,EYYÜBİYE
28365,OSMANLI,ŞANLIURFA,EYYÜBİYE
28366,SELÇUKLU,ŞANLIURFA,EYYÜBİYE
28367,ŞIHMAKSUT,ŞANLIURFA,EYYÜBİYE
28368,TEPE,ŞANLIURFA,EYYÜBİYE
28369,TOPDAĞI,ŞANLIURFA,EYYÜBİYE
28370,YAKUBİYE,ŞANLIURFA,EYYÜBİYE
28371,YENİ,ŞANLIURFA,EYYÜBİYE
28372,AKŞEMSETTİN,ŞANLIURFA,EYYÜBİYE
28373,BEYKAPISI,ŞANLIURFA,EYYÜBİYE
28374,BUHARA,ŞANLIURFA,EYYÜBİYE
28375,BIÇAKÇILI,ŞANLIURFA,EYYÜBİYE
28376,DEDEOSMAN,ŞANLIURFA,EYYÜBİYE
28377,EYYUBİYE,ŞANLIURFA,EYYÜBİYE
28378,HACIBAYRAM,ŞANLIURFA,EYYÜBİYE
28379,HALEPLİBAHÇE,ŞANLIURFA,EYYÜBİYE
28380,HAYATİHARRANİ,ŞANLIURFA,EYYÜBİYE
28381,HEKİMDEDE,ŞANLIURFA,EYYÜBİYE
28382,EYYÜPKENT,ŞANLIURFA,EYYÜBİYE
28383,EYYÜPNEBİ,ŞANLIURFA,EYYÜBİYE
28384,YUSUFPAŞA,ŞANLIURFA,EYYÜBİYE
28385,GÖLLER,ŞANLIURFA,EYYÜBİYE
28386,GÜMÜŞKUŞAK,ŞANLIURFA,EYYÜBİYE
28387,KENDİRCİ,ŞANLIURFA,EYYÜBİYE
28388,PINARBAŞI,ŞANLIURFA,EYYÜBİYE
28389,TÜRKMEYDANI,ŞANLIURFA,EYYÜBİYE
28390,CAMİKEBİR,ŞANLIURFA,EYYÜBİYE
28391,BEŞAT,ŞANLIURFA,EYYÜBİYE
28392,BİLDİM,ŞANLIURFA,EYYÜBİYE
28393,MUTLUKAYA,ŞANLIURFA,EYYÜBİYE
28394,HAMZABABA,ŞANLIURFA,EYYÜBİYE
28395,UĞURLU,ŞANLIURFA,EYYÜBİYE
28396,NADİRE,ŞANLIURFA,EYYÜBİYE
28397,BAYRAKLI,ŞANLIURFA,EYYÜBİYE
28398,BÜYÜKOTLUCA,ŞANLIURFA,EYYÜBİYE
28399,DİLİMLİ,ŞANLIURFA,EYYÜBİYE
28400,DOLUTEPE,ŞANLIURFA,EYYÜBİYE
28401,DURUCA,ŞANLIURFA,EYYÜBİYE
28402,GÖRENLER,ŞANLIURFA,EYYÜBİYE
28403,GÖZELLER,ŞANLIURFA,EYYÜBİYE
28404,GÜMÜŞÖREN,ŞANLIURFA,EYYÜBİYE
28405,GÜNBALI,ŞANLIURFA,EYYÜBİYE
28406,GÜNEŞ,ŞANLIURFA,EYYÜBİYE
28407,GÜNGÖREN,ŞANLIURFA,EYYÜBİYE
28408,HOROZKÖY,ŞANLIURFA,EYYÜBİYE
28409,KAPKÖY,ŞANLIURFA,EYYÜBİYE
28410,KARAALİ,ŞANLIURFA,EYYÜBİYE
28411,KARAHİSAR,ŞANLIURFA,EYYÜBİYE
28412,KARAMAN,ŞANLIURFA,EYYÜBİYE
28413,KEÇİKIRAN,ŞANLIURFA,EYYÜBİYE
28414,KESKİN,ŞANLIURFA,EYYÜBİYE
28415,KINALI,ŞANLIURFA,EYYÜBİYE
28416,KUBACIK,ŞANLIURFA,EYYÜBİYE
28417,KURUCUK,ŞANLIURFA,EYYÜBİYE
28418,KÜÇÜKDÜZLÜK,ŞANLIURFA,EYYÜBİYE
28419,KÜLÜNÇE,ŞANLIURFA,EYYÜBİYE
28420,KÜPELİ,ŞANLIURFA,EYYÜBİYE
28421,MİHRAPLI,ŞANLIURFA,EYYÜBİYE
28422,OLGUNLAR,ŞANLIURFA,EYYÜBİYE
28423,OVABEYLİ,ŞANLIURFA,EYYÜBİYE
28424,OZANLAR,ŞANLIURFA,EYYÜBİYE
28425,ÖRENLİ,ŞANLIURFA,EYYÜBİYE
28426,ÖZLÜ,ŞANLIURFA,EYYÜBİYE
28427,SAĞLIK,ŞANLIURFA,EYYÜBİYE
28428,SEKSENÖREN,ŞANLIURFA,EYYÜBİYE
28429,SELMAN,ŞANLIURFA,EYYÜBİYE
28430,SULTANTEPE,ŞANLIURFA,EYYÜBİYE
28431,TAŞLICA,ŞANLIURFA,EYYÜBİYE
28432,TURLUK,ŞANLIURFA,EYYÜBİYE
28433,TUZLUCA,ŞANLIURFA,EYYÜBİYE
28434,ULUCANLAR,ŞANLIURFA,EYYÜBİYE
28435,ULUKÖY,ŞANLIURFA,EYYÜBİYE
28436,UMUROBA,ŞANLIURFA,EYYÜBİYE
28437,VERGİLİ,ŞANLIURFA,EYYÜBİYE
28438,YAĞMURLU,ŞANLIURFA,EYYÜBİYE
28439,YAMAÇALTI,ŞANLIURFA,EYYÜBİYE
28440,YAŞAR,ŞANLIURFA,EYYÜBİYE
28441,YEDİYOL,ŞANLIURFA,EYYÜBİYE
28442,YOLBAŞI,ŞANLIURFA,EYYÜBİYE
28443,YUKARIYAZICI,ŞANLIURFA,EYYÜBİYE
28444,YUSUF,ŞANLIURFA,EYYÜBİYE
28445,ZEYNEPKÖY,ŞANLIURFA,EYYÜBİYE
28446,ŞAHİNLER,ŞANLIURFA,EYYÜBİYE
28447,PAYAMLI,ŞANLIURFA,EYYÜBİYE
28448,ATLIKONAK,ŞANLIURFA,EYYÜBİYE
28449,ALTINBAŞAK,ŞANLIURFA,EYYÜBİYE
28450,AŞAĞIHEMEDAN,ŞANLIURFA,EYYÜBİYE
28451,ÇALIŞKANLAR,ŞANLIURFA,EYYÜBİYE
28452,KIZILKUYU,ŞANLIURFA,EYYÜBİYE
28453,KOÇÖREN,ŞANLIURFA,EYYÜBİYE
28454,OLUKYANI,ŞANLIURFA,EYYÜBİYE
28455,ORTAHEMEDAN,ŞANLIURFA,EYYÜBİYE
28456,GÖLDERE,ŞANLIURFA,EYYÜBİYE
28457,KAPLANKÖY,ŞANLIURFA,EYYÜBİYE
28458,KEBERLİ,ŞANLIURFA,EYYÜBİYE
28459,KIRKMAĞARA,ŞANLIURFA,EYYÜBİYE
28460,TEKYAMAÇ,ŞANLIURFA,EYYÜBİYE
28461,YANIKÇÖĞÜR,ŞANLIURFA,EYYÜBİYE
28462,YAYKILIÇ,ŞANLIURFA,EYYÜBİYE
28463,YARDIMCI,ŞANLIURFA,EYYÜBİYE
28464,AÇMALI,ŞANLIURFA,EYYÜBİYE
28465,AKDİLEK,ŞANLIURFA,EYYÜBİYE
28466,AKMAĞARA,ŞANLIURFA,EYYÜBİYE
28467,AKÖREN,ŞANLIURFA,EYYÜBİYE
28468,ALTINTEPE,ŞANLIURFA,EYYÜBİYE
28469,AMBARTEPE,ŞANLIURFA,EYYÜBİYE
28470,APALI,ŞANLIURFA,EYYÜBİYE
28471,AŞAĞIKOÇLU,ŞANLIURFA,EYYÜBİYE
28472,AŞAĞIYAZICI,ŞANLIURFA,EYYÜBİYE
28473,BAKIRTAŞ,ŞANLIURFA,EYYÜBİYE
28474,BAKIŞLAR,ŞANLIURFA,EYYÜBİYE
28475,BAŞÖREN,ŞANLIURFA,EYYÜBİYE
28476,BANARLI,ŞANLIURFA,EYYÜBİYE
28477,BULDUK,ŞANLIURFA,EYYÜBİYE
28478,BÜYÜKDÜZLÜK,ŞANLIURFA,EYYÜBİYE
28479,ŞAHİNALAN,ŞANLIURFA,EYYÜBİYE
28480,BÜYÜKHAN,ŞANLIURFA,EYYÜBİYE
28481,ÇAMURLU,ŞANLIURFA,EYYÜBİYE
28482,HANCIĞAZ,ŞANLIURFA,EYYÜBİYE
28483,İKİZCE,ŞANLIURFA,EYYÜBİYE
28484,KADIKENDİ,ŞANLIURFA,EYYÜBİYE
28485,KÖPRÜLÜK,ŞANLIURFA,EYYÜBİYE
28486,YENİCE,ŞANLIURFA,EYYÜBİYE
28487,ABDURRAHMANDEDE,ŞANLIURFA,EYYÜBİYE
28488,AKÇAMESÇİT,ŞANLIURFA,EYYÜBİYE
28489,BEYAZYAPRAK,ŞANLIURFA,EYYÜBİYE
28490,GÜZELKUYU,ŞANLIURFA,EYYÜBİYE
28491,BAĞIŞ,ŞANLIURFA,EYYÜBİYE
28492,KESERDEDE,ŞANLIURFA,EYYÜBİYE
28493,YUKARI KOÇLU,ŞANLIURFA,EYYÜBİYE
28494,GELİNCİK,ŞANLIURFA,EYYÜBİYE
28495,YUKARIÇAYKUYU,ŞANLIURFA,EYYÜBİYE
28496,YUKARIHEMEDAN,ŞANLIURFA,EYYÜBİYE
28497,YEŞİLDERE,ŞANLIURFA,EYYÜBİYE
28498,BATIKENT,ŞANLIURFA,EYYÜBİYE
28499,DİREKLİ,ŞANLIURFA,EYYÜBİYE
28500,BÜYÜKHANCAĞIZ,ŞANLIURFA,EYYÜBİYE
28501,BOZHÖYÜK,ŞANLIURFA,EYYÜBİYE
28502,TARLABAŞI,ŞANLIURFA,EYYÜBİYE
28503,BAŞGÖZE,ŞANLIURFA,EYYÜBİYE
28504,ALTIN,ŞANLIURFA,EYYÜBİYE
28505,AYRANCI,ŞANLIURFA,EYYÜBİYE
28506,ÜZERLİK,ŞANLIURFA,EYYÜBİYE
28507,ULAK,ŞANLIURFA,EYYÜBİYE
28508,15 TEMMUZ,ŞANLIURFA,EYYÜBİYE
28509,SÜLEYMANŞAH,ŞANLIURFA,EYYÜBİYE
28510,RUHA,ŞANLIURFA,EYYÜBİYE
28511,KIRÇİÇEĞİ,ŞANLIURFA,EYYÜBİYE
28512,HACILAR,ŞANLIURFA,EYYÜBİYE
28513,YOLBİLİR,ŞANLIURFA,EYYÜBİYE
28514,DERNEK,ŞANLIURFA,EYYÜBİYE
28515,KÜÇÜK ÇAMURLU,ŞANLIURFA,EYYÜBİYE
28516,KÜÇÜKHAN,ŞANLIURFA,EYYÜBİYE
28517,ALKANLI,ŞANLIURFA,EYYÜBİYE
28518,BAŞGÖK,ŞANLIURFA,EYYÜBİYE
28519,AKMEŞHET,ŞANLIURFA,EYYÜBİYE
28520,ASYA,ŞANLIURFA,EYYÜBİYE
28521,KANTARMA,ŞANLIURFA,HALFETİ
28522,KINIK,ŞANLIURFA,HALFETİ
28523,NARLIK,ŞANLIURFA,HALFETİ
28524,YENİMAHALLE,ŞANLIURFA,HALFETİ
28525,BİTEK,ŞANLIURFA,HALFETİ
28526,ARGAÇ,ŞANLIURFA,HALFETİ
28527,GÜRLÜCE,ŞANLIURFA,HALFETİ
28528,ARGIL,ŞANLIURFA,HALFETİ
28529,YUKARIGÖKLÜ,ŞANLIURFA,HALFETİ
28530,SİYAHGÜL,ŞANLIURFA,HALFETİ
28531,FIRAT,ŞANLIURFA,HALFETİ
28532,DUTLUCA,ŞANLIURFA,HALFETİ
28533,CUMHURİYET,ŞANLIURFA,HALFETİ
28534,ALTINOVA,ŞANLIURFA,HALFETİ
28535,AŞAĞIGÖĞLÜ,ŞANLIURFA,HALFETİ
28536,BALABAN,ŞANLIURFA,HALFETİ
28537,BEYBURCU,ŞANLIURFA,HALFETİ
28538,BOZYAZI,ŞANLIURFA,HALFETİ
28539,BULAKLI,ŞANLIURFA,HALFETİ
28540,ÇAKALLI,ŞANLIURFA,HALFETİ
28541,ÇEBEKOĞLU,ŞANLIURFA,HALFETİ
28542,DERGİLİ,ŞANLIURFA,HALFETİ
28543,DURAK,ŞANLIURFA,HALFETİ
28544,ERİKLİ,ŞANLIURFA,HALFETİ
28545,FISTIKÖZÜ,ŞANLIURFA,HALFETİ
28546,GÖZELİ,ŞANLIURFA,HALFETİ
28547,GÜLAÇAN,ŞANLIURFA,HALFETİ
28548,GÜNECE,ŞANLIURFA,HALFETİ
28549,GÜRKUYU,ŞANLIURFA,HALFETİ
28550,HİLALLİ,ŞANLIURFA,HALFETİ
28551,KALKAN,ŞANLIURFA,HALFETİ
28552,KARAOTLAK,ŞANLIURFA,HALFETİ
28553,KAVAKLICA,ŞANLIURFA,HALFETİ
28554,KAYALAR,ŞANLIURFA,HALFETİ
28555,KURUGÖL,ŞANLIURFA,HALFETİ
28556,MACUNLU,ŞANLIURFA,HALFETİ
28557,ORTAYOL,ŞANLIURFA,HALFETİ
28558,ÖMERLİ,ŞANLIURFA,HALFETİ
28559,ÖZMÜŞ,ŞANLIURFA,HALFETİ
28560,SAVAŞAN,ŞANLIURFA,HALFETİ
28561,SAYLAKKAYA,ŞANLIURFA,HALFETİ
28562,SELDEK,ŞANLIURFA,HALFETİ
28563,SELMANLI,ŞANLIURFA,HALFETİ
28564,SIRATAŞLAR,ŞANLIURFA,HALFETİ
28565,SÜTVEREN,ŞANLIURFA,HALFETİ
28566,TAVŞANÖREN,ŞANLIURFA,HALFETİ
28567,YEŞİLÖZEN,ŞANLIURFA,HALFETİ
28568,RÜŞTİYE,ŞANLIURFA,HALFETİ
28569,ŞİMALİYE,ŞANLIURFA,HALFETİ
28570,SIRRIN,ŞANLIURFA,HALİLİYE
28571,KANBERİYE,ŞANLIURFA,HALİLİYE
28572,ATATÜRK,ŞANLIURFA,HALİLİYE
28573,HIZMALI,ŞANLIURFA,HALİLİYE
28574,İMAMBAKIR,ŞANLIURFA,HALİLİYE
28575,İPEKYOL,ŞANLIURFA,HALİLİYE
28576,HAMİDİYE,ŞANLIURFA,HALİLİYE
28577,DEVTEŞTİ,ŞANLIURFA,HALİLİYE
28578,ERTUĞRULGAZİ,ŞANLIURFA,HALİLİYE
28579,CENGİZTOPEL,ŞANLIURFA,HALİLİYE
28580,BAĞLARBAŞI,ŞANLIURFA,HALİLİYE
28581,BAHÇELİEVLER,ŞANLIURFA,HALİLİYE
28582,BAMYASUYU,ŞANLIURFA,HALİLİYE
28583,AHMETYESEVİ,ŞANLIURFA,HALİLİYE
28584,YAVUZSELİM,ŞANLIURFA,HALİLİYE
28585,YEŞİLDİREK,ŞANLIURFA,HALİLİYE
28586,ULUBATLI,ŞANLIURFA,HALİLİYE
28587,VEYSELKARANİ,ŞANLIURFA,HALİLİYE
28588,SULTANFATİH,ŞANLIURFA,HALİLİYE
28589,SÜLEYMANİYE,ŞANLIURFA,HALİLİYE
28590,ŞAİRNABİ,ŞANLIURFA,HALİLİYE
28591,ŞAİRŞEVKET,ŞANLIURFA,HALİLİYE
28592,ŞEHİTLİK,ŞANLIURFA,HALİLİYE
28593,PAŞABAĞI,ŞANLIURFA,HALİLİYE
28594,REFAHİYE,ŞANLIURFA,HALİLİYE
28595,SANCAKTAR,ŞANLIURFA,HALİLİYE
28596,SELAHADDİNİEYYUBİ,ŞANLIURFA,HALİLİYE
28597,OSMANGAZİ,ŞANLIURFA,HALİLİYE
28598,MİMARSİNAN,ŞANLIURFA,HALİLİYE
28599,KARŞIYAKA,ŞANLIURFA,HALİLİYE
28600,AKPINAR,ŞANLIURFA,HALİLİYE
28601,YILDIZ,ŞANLIURFA,HALİLİYE
28602,GÜRPINAR,ŞANLIURFA,HALİLİYE
28603,SARPDERE,ŞANLIURFA,HALİLİYE
28604,KONAK,ŞANLIURFA,HALİLİYE
28605,DİKTAŞ,ŞANLIURFA,HALİLİYE
28606,YEŞİLYURT,ŞANLIURFA,HALİLİYE
28607,AKÇALI,ŞANLIURFA,HALİLİYE
28608,ALTINTEPE,ŞANLIURFA,HALİLİYE
28609,KAYALI,ŞANLIURFA,HALİLİYE
28610,AŞAĞIVARLICA,ŞANLIURFA,HALİLİYE
28611,PERŞEMBE,ŞANLIURFA,HALİLİYE
28612,SEYRANTEPE,ŞANLIURFA,HALİLİYE
28613,KALINBAYAT,ŞANLIURFA,HALİLİYE
28614,ÜÇKUYU,ŞANLIURFA,HALİLİYE
28615,KONUKLU,ŞANLIURFA,HALİLİYE
28616,YENİKÖY,ŞANLIURFA,HALİLİYE
28617,YEŞİLTEPE,ŞANLIURFA,HALİLİYE
28618,DAĞETEĞİ,ŞANLIURFA,HALİLİYE
28619,BOYDERE,ŞANLIURFA,HALİLİYE
28620,ÇAMLIDERE,ŞANLIURFA,HALİLİYE
28621,AÇIKYAZI,ŞANLIURFA,HALİLİYE
28622,AKDOĞAN,ŞANLIURFA,HALİLİYE
28623,AKTAŞ,ŞANLIURFA,HALİLİYE
28624,ANAZ,ŞANLIURFA,HALİLİYE
28625,ASLANLI,ŞANLIURFA,HALİLİYE
28626,ASRİ,ŞANLIURFA,HALİLİYE
28627,BAKIMLI,ŞANLIURFA,HALİLİYE
28628,BALKATAN,ŞANLIURFA,HALİLİYE
28629,BALLICA,ŞANLIURFA,HALİLİYE
28630,BONCUK,ŞANLIURFA,HALİLİYE
28631,BÜYÜK MİRDESİ,ŞANLIURFA,HALİLİYE
28632,ÇANAKÇI,ŞANLIURFA,HALİLİYE
28633,ÇATALLI,ŞANLIURFA,HALİLİYE
28634,ÇEKÇEK,ŞANLIURFA,HALİLİYE
